column_name,block,descripcion,formula_o_fuente,usa_y_real,observable_en_t,puede_ser_feature,role,riesgo_leakage,comentario_metodologico
direccion_pred_E5_v4_clean,predicciones_base,Direccion implicita de E5_v4_clean respecto a y_current (-1/0/1).,sign(pred_E5_v4_clean - y_current),False,True,True,feature_candidate,bajo,Es derivable de una prediccion disponible en tiempo real.
direccion_pred_E7_v3_clean,predicciones_base,Direccion implicita de E7_v3_clean respecto a y_current (-1/0/1).,sign(pred_E7_v3_clean - y_current),False,True,True,feature_candidate,bajo,Es derivable de una prediccion disponible en tiempo real.
direccion_pred_E9_v2_clean,predicciones_base,Direccion implicita de E9_v2_clean respecto a y_current (-1/0/1).,sign(pred_E9_v2_clean - y_current),False,True,True,feature_candidate,bajo,Es derivable de una prediccion disponible en tiempo real.
pred_E1_v5_clean,predicciones_base,Prediccion OOF del modelo E1_v5_clean.,predicciones_h*.csv canonicamente registradas para E1_v5_clean,False,True,True,feature_candidate,bajo,Es una salida base observable en tiempo real y principal insumo para un meta-selector o gating.
pred_E2_v3_clean,predicciones_base,Prediccion OOF del modelo E2_v3_clean.,predicciones_h*.csv canonicamente registradas para E2_v3_clean,False,True,True,feature_candidate,bajo,Es una salida base observable en tiempo real y principal insumo para un meta-selector o gating.
pred_E3_v2_clean,predicciones_base,Prediccion OOF del modelo E3_v2_clean.,predicciones_h*.csv canonicamente registradas para E3_v2_clean,False,True,True,feature_candidate,bajo,Es una salida base observable en tiempo real y principal insumo para un meta-selector o gating.
pred_E5_v4_clean,predicciones_base,Prediccion OOF del modelo E5_v4_clean.,predicciones_h*.csv canonicamente registradas para E5_v4_clean,False,True,True,feature_candidate,bajo,Es una salida base observable en tiempo real y principal insumo para un meta-selector o gating.
pred_E7_v3_clean,predicciones_base,Prediccion OOF del modelo E7_v3_clean.,predicciones_h*.csv canonicamente registradas para E7_v3_clean,False,True,True,feature_candidate,bajo,Es una salida base observable en tiempo real y principal insumo para un meta-selector o gating.
pred_E9_v2_clean,predicciones_base,Prediccion OOF del modelo E9_v2_clean.,predicciones_h*.csv canonicamente registradas para E9_v2_clean,False,True,True,feature_candidate,bajo,Es una salida base observable en tiempo real y principal insumo para un meta-selector o gating.
pred_disponible_E1_v5_clean,predicciones_base,Indicador de disponibilidad de la prediccion de E1_v5_clean.,1 si pred_E1_v5_clean no es NaN; 0 en otro caso,False,True,True,feature_candidate,bajo,Puede ayudar a decidir entre modelos cuando el pool no esta completamente cubierto.
pred_disponible_E2_v3_clean,predicciones_base,Indicador de disponibilidad de la prediccion de E2_v3_clean.,1 si pred_E2_v3_clean no es NaN; 0 en otro caso,False,True,True,feature_candidate,bajo,Puede ayudar a decidir entre modelos cuando el pool no esta completamente cubierto.
pred_disponible_E3_v2_clean,predicciones_base,Indicador de disponibilidad de la prediccion de E3_v2_clean.,1 si pred_E3_v2_clean no es NaN; 0 en otro caso,False,True,True,feature_candidate,bajo,Puede ayudar a decidir entre modelos cuando el pool no esta completamente cubierto.
pred_disponible_E5_v4_clean,predicciones_base,Indicador de disponibilidad de la prediccion de E5_v4_clean.,1 si pred_E5_v4_clean no es NaN; 0 en otro caso,False,True,True,feature_candidate,bajo,Puede ayudar a decidir entre modelos cuando el pool no esta completamente cubierto.
pred_disponible_E7_v3_clean,predicciones_base,Indicador de disponibilidad de la prediccion de E7_v3_clean.,1 si pred_E7_v3_clean no es NaN; 0 en otro caso,False,True,True,feature_candidate,bajo,Puede ayudar a decidir entre modelos cuando el pool no esta completamente cubierto.
pred_disponible_E9_v2_clean,predicciones_base,Indicador de disponibilidad de la prediccion de E9_v2_clean.,1 si pred_E9_v2_clean no es NaN; 0 en otro caso,False,True,True,feature_candidate,bajo,Puede ayudar a decidir entre modelos cuando el pool no esta completamente cubierto.
empate_mejor_modelo,targets_selector,Bandera de empate exacto/numericamente equivalente para el mejor modelo por perdida local.,Derivado retrospectivamente a partir de predicciones base y y_real de la misma fila.,True,False,False,target_selector,alto,Es target o label retrospectiva para investigar selectores; nunca feature del mismo problema.
empate_mejor_modelo_error_abs,targets_selector,Bandera de empate exacto/numericamente equivalente para el mejor modelo por error absoluto.,Derivado retrospectivamente a partir de predicciones base y y_real de la misma fila.,True,False,False,target_selector,alto,Es target o label retrospectiva para investigar selectores; nunca feature del mismo problema.
mejor_modelo_caida,targets_selector,"Modelo que detecta la caida real con menor error absoluto; si no hubo caida o nadie la detecta, valor sentinela.",Derivado retrospectivamente a partir de predicciones base y y_real de la misma fila.,True,False,False,target_selector,alto,Es target o label retrospectiva para investigar selectores; nunca feature del mismo problema.
mejor_modelo_direccion,targets_selector,"Modelo con direccion correcta y menor error absoluto; si ninguno acierta, valor sentinela.",Derivado retrospectivamente a partir de predicciones base y y_real de la misma fila.,True,False,False,target_selector,alto,Es target o label retrospectiva para investigar selectores; nunca feature del mismo problema.
mejor_modelo_error_abs,targets_selector,Modelo con menor error absoluto en la fila entre los disponibles.,Derivado retrospectivamente a partir de predicciones base y y_real de la misma fila.,True,False,False,target_selector,alto,Es target o label retrospectiva para investigar selectores; nunca feature del mismo problema.
mejor_modelo_loss_radar_local,targets_selector,Modelo con menor perdida local Radar en la fila.,Derivado retrospectivamente a partir de predicciones base y y_real de la misma fila.,True,False,False,target_selector,alto,Es target o label retrospectiva para investigar selectores; nunca feature del mismo problema.
mejor_modelo_mae_local,targets_selector,Alias operativo del mejor modelo por error absoluto local.,Derivado retrospectivamente a partir de predicciones base y y_real de la misma fila.,True,False,False,target_selector,alto,Es target o label retrospectiva para investigar selectores; nunca feature del mismo problema.
mejor_modelo_operativo,targets_selector,"Selector retrospectivo jerarquico: primero caida, luego direccion, luego perdida local.",Derivado retrospectivamente a partir de predicciones base y y_real de la misma fila.,True,False,False,target_selector,alto,Es target o label retrospectiva para investigar selectores; nunca feature del mismo problema.
